FID,LATDD,LONDD,AGE,RECON,ADT_029,STRUCTURE_KIND_043A,UNSAFE
31204010_100103843,31.344472222222223,-100.17734166666668,21.0,1,6398,1,0
31203481_100100828,31.343002777777777,-100.16896666666668,30.0,0,5393,1,0
31203395_100092890,31.34276388888889,-100.15802777777779,30.0,0,5393,1,0
31203236_100081747,31.342322222222222,-100.13818611111111,30.0,0,5393,1,0
31203135_100073064,31.342041666666667,-100.12517777777776,30.0,0,5393,1,0
31221757_100184943,31.371547222222222,-100.31373055555555,34.0,0,5465,1,0
31221680_100174561,31.371333333333332,-100.29600277777777,34.0,0,5465,1,0
31222748_100184954,31.3743,-100.3137611111111,65.0,1,1448,1,0
31222628_100174616,31.373966666666668,-100.29615555555556,65.0,1,1448,1,0
31205011_100411131,31.347252777777776,-100.686475,42.0,1,5285,1,0
31205451_100404510,31.348475,-100.67919444444445,42.0,1,5285,1,0
31205799_100395623,31.349441666666664,-100.66561944444445,20.0,1,5285,1,0
31224214_100363345,31.37837222222222,-100.60929166666666,56.0,1,7195,2,0
31223228_100364872,31.375633333333333,-100.61353333333332,34.0,1,7195,4,0
31220574_100372963,31.36826111111111,-100.62489722222222,21.0,1,7195,1,0
31222875_100365416,31.37465277777778,-100.61504444444444,62.0,1,7195,1,1
31241932_100333510,31.405366666666666,-100.55975,21.0,1,6935,1,0
31232929_100350826,31.391469444444443,-100.58562777777777,21.0,1,7195,1,0
31280027_100265624,31.466741666666664,-100.44895555555556,42.0,0,7286,5,0
31275765_100265343,31.466013888888888,-100.448175,88.0,0,8075,3,0
31263342_100295563,31.442616666666666,-100.49878611111112,41.0,0,2620,1,0
31263022_100295291,31.44172777777778,-100.49803055555556,41.0,0,12472,1,0
31255201_100302384,31.43111388888889,-100.50662222222222,34.0,0,18000,5,0
31255088_100302227,31.4308,-100.5061861111111,34.0,0,18000,5,0
31210986_100382326,31.35273888888889,-100.63979444444445,28.0,0,6254,1,0
31280292_100264320,31.467477777777777,-100.44533333333334,27.0,0,680,5,0
31280660_100264137,31.4685,-100.44482500000001,27.0,0,4230,5,0
31263312_100295412,31.442533333333333,-100.49836666666667,21.0,0,11317,5,0
31263043_100295462,31.44178611111111,-100.49850555555555,21.0,0,4300,5,0
31265447_100293345,31.448463888888888,-100.492625,21.0,0,10000,3,0
31265249_100293280,31.447913888888888,-100.49244444444444,21.0,0,9900,3,0
31270460_100291726,31.451277777777776,-100.48812777777778,21.0,0,11500,5,0
31271284_100283848,31.453566666666667,-100.47735555555556,21.0,0,9100,5,0
31271166_100283776,31.453238888888887,-100.47715555555556,21.0,0,8600,5,0
31273513_100274541,31.459758333333333,-100.4626138888889,21.0,0,5000,3,0
31274098_100273088,31.461383333333334,-100.45857777777778,22.0,0,3000,4,0
31272748_100280130,31.457633333333334,-100.46702777777777,21.0,0,6850,3,0
31280345_100264683,31.467624999999998,-100.44634166666667,27.0,0,14760,5,0
31275808_100265552,31.46613333333333,-100.44875555555556,27.0,0,14760,5,0
31245843_100282513,31.416230555555554,-100.47364722222223,44.0,1,18398,4,0
31245382_100281255,31.414949999999997,-100.47015277777778,62.0,0,10791,4,0
31243403_100271480,31.409452777777776,-100.45411111111112,62.0,0,8500,1,0
31242740_100265550,31.40761111111111,-100.44875,52.0,1,8500,4,0
31241953_100263194,31.405424999999997,-100.44220555555556,62.0,0,8500,1,0
31250415_100284125,31.417819444444447,-100.478125,44.0,1,35960,1,0
31243414_100271408,31.40948333333333,-100.45391111111111,52.0,0,8500,1,0
31242755_100265470,31.407652777777777,-100.44852777777778,52.0,0,8500,4,0
31242000_100263178,31.405555555555555,-100.44216111111112,52.0,0,8500,1,0
31252728_100294712,31.424244444444447,-100.49642222222222,44.0,0,17980,5,0
31252699_100294726,31.42416388888889,-100.49646111111112,44.0,0,17980,5,0
31252434_100293966,31.42342777777778,-100.49435,44.0,0,35960,1,0
31251306_100290650,31.420294444444444,-100.48513888888888,44.0,0,17980,5,0
31251263_100290669,31.420175,-100.48519166666667,44.0,0,17980,5,0
31245428_100281223,31.415077777777775,-100.47006388888889,22.0,1,10164,5,0
31243790_100272462,31.410527777777776,-100.4568388888889,42.0,0,500,5,1
31243323_100271502,31.409230555555553,-100.45417222222223,42.0,0,1216,1,0
31243548_100271387,31.409855555555556,-100.45385277777778,42.0,0,1102,1,0
31261660_100293662,31.437944444444444,-100.49350555555556,60.0,1,18293,1,0
31273114_100265668,31.45865,-100.44907777777779,102.0,0,12920,2,0
31273016_100265892,31.458377777777777,-100.4497,73.0,0,6850,2,0
31330886_100173410,31.55246111111111,-100.29280555555556,66.0,0,2700,1,0
31293238_100223898,31.492327777777778,-100.37749444444444,4.0,1,11428,1,0
31293903_100223389,31.494175000000002,-100.37608055555555,4.0,1,11428,1,0
31295774_100221981,31.499372222222224,-100.37216944444444,66.0,0,11428,1,0
31295406_100221447,31.498350000000002,-100.3706861111111,66.0,0,11428,1,0
31310477_100213031,31.517991666666667,-100.35841944444444,66.0,0,7543,1,0
31315466_100201731,31.53185,-100.33814166666666,66.0,0,7405,1,0
31323262_100190452,31.542394444444447,-100.31792222222222,23.0,1,7110,1,0
31324002_100184691,31.54445,-100.31303055555556,66.0,0,7110,1,0
31330979_100173470,31.552719444444445,-100.29297222222222,66.0,0,5986,1,0
31345063_100131366,31.580730555555554,-100.2204611111111,63.0,0,5143,1,0
31344087_100134103,31.578019444444443,-100.2280638888889,63.0,0,5143,1,0
31332890_100165006,31.558027777777777,-100.28057222222222,63.0,0,3069,1,0
31332833_100164977,31.557869444444446,-100.28049166666666,63.0,0,2917,1,1
31283380_100252619,31.476055555555554,-100.42394166666668,37.0,0,320,1,0
31283414_100251654,31.476149999999997,-100.42126111111112,37.0,0,30,1,0
31283187_100251651,31.475519444444444,-100.42125277777778,37.0,0,13810,5,0
31283144_100251653,31.475399999999997,-100.42125833333334,37.0,0,13810,5,0
31283179_100250842,31.47549722222222,-100.41900555555556,37.0,0,13810,5,0
31283132_100250860,31.475366666666666,-100.41905555555556,37.0,0,13810,5,0
31283302_100242817,31.475838888888887,-100.407825,24.0,1,14871,1,0
31283564_100234425,31.476566666666663,-100.39562500000001,37.0,0,14871,1,0
31285446_100231652,31.481794444444443,-100.38792222222223,37.0,0,1506,1,0
31281231_100262871,31.470086111111108,-100.44130833333334,25.0,0,15650,3,0
31280974_100262973,31.46937222222222,-100.44159166666667,25.0,0,15650,3,0
31281739_100261817,31.471497222222222,-100.43838055555555,25.0,0,15650,5,0
31281514_100261900,31.47087222222222,-100.43861111111111,25.0,0,15650,5,0
31282643_100255529,31.47400833333333,-100.43202500000001,25.0,0,8300,5,1
31281806_100261244,31.47168333333333,-100.4367888888889,25.0,0,3130,5,0
31282036_100261339,31.47232222222222,-100.43705277777778,25.0,0,3130,3,0
31283152_100244759,31.47542222222222,-100.41321944444445,24.0,0,7770,3,0
31283725_100235239,31.477013888888887,-100.39788611111112,24.0,0,5790,5,0
31283560_100235409,31.476555555555553,-100.39835833333333,24.0,0,5790,5,0
31285061_100231075,31.480725,-100.38631944444445,33.0,0,11428,1,0
31284664_100231660,31.479622222222222,-100.38794444444446,34.0,0,6048,5,0
31284157_100231522,31.478213888888888,-100.38756111111111,34.0,0,6200,5,0
31284425_100231610,31.47895833333333,-100.38780555555556,34.0,0,100,5,0
31335092_100160096,31.564144444444445,-100.26693333333333,20.0,0,2917,5,0
31335321_100155839,31.564780555555558,-100.26621944444445,20.0,0,3069,5,0
31313342_100205138,31.525949999999998,-100.34760555555555,16.0,0,3694,5,0
31313157_100205247,31.52543611111111,-100.34790833333332,14.0,0,3849,5,0
31301098_100220938,31.50305,-100.36927222222222,10.0,0,5161,5,0
31301457_100220802,31.504047222222223,-100.36889444444444,9.0,0,3694,5,0
31290018_100230542,31.483383333333336,-100.3848388888889,2.0,0,16800,5,0
31293827_100223380,31.49396388888889,-100.37605555555555,2.0,0,16800,5,0
31294080_100223345,31.494666666666667,-100.37595833333333,2.0,0,16800,5,0
31291442_100225191,31.48733888888889,-100.3810861111111,2.0,0,16800,5,0
31291692_100225142,31.488033333333334,-100.38095,2.0,0,16800,5,0
31183380_100264718,31.30938888888889,-100.44643888888889,60.0,0,6336,1,0
31161386_100280347,31.270516666666666,-100.46763055555556,10.0,1,5229,1,0
31134525_100291878,31.22923611111111,-100.48855,38.0,1,4882,1,0
31100770_100304286,31.168805555555558,-100.51190555555556,49.0,1,2088,1,0
31063163_100304251,31.10878611111111,-100.51180833333333,49.0,1,2002,1,0
31085299_100304883,31.148052777777778,-100.51356388888888,49.0,0,2088,1,0
31084093_100304822,31.144702777777777,-100.51339444444444,49.0,0,2088,1,0
31064119_100304249,31.111441666666668,-100.51180277777777,49.0,0,2088,1,0
31062441_100304253,31.106780555555556,-100.5118138888889,49.0,0,2002,1,0
31142494_100290557,31.240261111111113,-100.48488055555556,38.0,0,5229,1,0
31111472_100300878,31.18742222222222,-100.50243888888889,38.0,0,3226,5,0
31111477_100300008,31.18743611111111,-100.50002222222223,91.0,0,719,1,0
31110522_100300320,31.184783333333332,-100.5008888888889,91.0,0,719,1,0
31412002_100185627,31.688894444444443,-100.31563055555556,62.0,1,2299,1,0
31411211_100190120,31.68669722222222,-100.317,62.0,1,2299,1,0
31403169_100192599,31.675469444444445,-100.32388611111111,62.0,1,2299,1,0
31361182_100212400,31.603283333333334,-100.35666666666665,62.0,1,3078,1,0
31360195_100212640,31.60054166666667,-100.35733333333333,62.0,1,3078,1,1
31340855_100220846,31.569041666666667,-100.36901666666667,62.0,1,3078,1,0
31401164_100193489,31.669900000000002,-100.32635833333333,62.0,0,2299,1,0
31383891_100202121,31.644141666666666,-100.339225,62.0,0,2817,1,0
31373743_100205317,31.62706388888889,-100.34810277777777,62.0,0,2817,1,0
31325026_100220857,31.547294444444447,-100.36904722222222,62.0,0,3078,1,0
31324855_100220857,31.546819444444445,-100.36904722222222,62.0,0,3078,1,0
31280097_100230951,31.46693611111111,-100.385975,18.0,1,5293,1,0
31235713_100222502,31.399202777777777,-100.37361666666666,12.0,1,4349,1,0
31262511_100222951,31.440308333333334,-100.37486388888888,13.0,1,3411,1,0
31285041_100230698,31.48066944444444,-100.38527222222223,34.0,0,4888,1,0
31284718_100231639,31.47977222222222,-100.38788611111111,34.0,0,100,5,0
31282138_100231011,31.472605555555553,-100.38614166666667,17.0,0,4888,3,0
31263474_100223456,31.442983333333334,-100.37626666666667,13.0,0,2750,5,0
31263480_100223384,31.443,-100.37606666666666,13.0,0,2925,5,0
31270203_100224541,31.450563888888887,-100.37928055555555,14.0,0,2925,5,0
31265982_100224458,31.44995,-100.37904999999999,24.0,0,2895,5,0
31251690_100222493,31.42136111111111,-100.37359166666666,11.0,0,1813,5,0
31251690_100222515,31.42136111111111,-100.37365277777778,11.0,0,1937,5,0
31370947_100255380,31.619297222222222,-100.43161111111111,85.0,0,1533,8,0
31370419_100255338,31.617830555555557,-100.43149444444445,72.0,1,1533,1,0
31400526_100260144,31.66812777777778,-100.43373333333334,58.0,1,1533,8,0
31393558_100254843,31.659883333333333,-100.43011944444444,58.0,1,1533,8,0
31380967_100254307,31.636019444444443,-100.42863055555556,69.0,0,1533,1,0
31375134_100254422,31.630927777777778,-100.42895,69.0,0,1533,1,0
31353885_100254594,31.594125,-100.42942777777779,66.0,0,1533,1,0
31282094_100231618,31.472483333333333,-100.38782777777779,17.0,1,3800,1,0
31281464_100245820,31.47073333333333,-100.41616666666667,85.0,0,8347,1,0
31281605_100235719,31.471124999999997,-100.39921944444446,66.0,0,3417,1,0
31282854_100082297,31.474594444444442,-100.13971388888889,16.0,1,602,1,0
31281374_100202907,31.47048333333333,-100.34140833333333,60.0,0,1697,4,0
31265560_100305965,31.448777777777778,-100.51656944444444,12.0,0,6909,1,0
31265479_100303799,31.448552777777778,-100.51055277777778,17.0,0,6909,1,0
31262033_100401776,31.438980555555556,-100.6716,6.0,0,530,5,0
31235875_100090466,31.399652777777778,-100.15129444444445,63.0,0,670,1,0
31235856_100084948,31.3996,-100.14707777777778,63.0,0,670,1,0
31251253_100183757,31.420147222222223,-100.3104361111111,56.0,0,1243,1,0
31235933_100095608,31.39981388888889,-100.16557777777778,54.0,0,670,1,0
31155749_100160275,31.265969444444444,-100.26743055555555,52.0,0,100,1,0
31331101_100173870,31.553058333333333,-100.29408333333333,66.0,0,534,1,0
31340977_100173746,31.569380555555554,-100.29373888888888,24.0,0,534,1,0
31345862_100171176,31.58295,-100.28659999999999,24.0,0,534,1,0
31111795_100294827,31.188319444444446,-100.49674166666667,69.0,0,1091,1,0
31092829_100281048,31.157858333333333,-100.46957777777779,69.0,0,192,1,0
31055276_100222697,31.09798888888889,-100.37415833333333,68.0,0,112,1,0
31053197_100205382,31.09221388888889,-100.34828333333333,68.0,0,112,1,0
31385304_100471133,31.648066666666665,-100.78648055555556,69.0,0,188,1,0
31385118_100470089,31.64755,-100.78358055555556,69.0,0,188,1,0
31384778_100464219,31.646605555555556,-100.7783861111111,69.0,0,188,1,0
31395461_100441682,31.665169444444444,-100.73800555555556,44.0,0,188,1,0
31394156_100442812,31.66154444444444,-100.74114444444444,44.0,0,188,1,0
31324386_100330515,31.545516666666668,-100.55143055555556,67.0,0,4233,1,0
31323375_100331960,31.542708333333334,-100.55544444444445,38.0,1,4233,4,0
31315656_100334877,31.53237777777778,-100.56354722222223,67.0,0,4233,1,0
31194880_100382475,31.330222222222222,-100.64020833333333,32.0,1,998,1,1
31161866_100373426,31.27185,-100.62618333333333,44.0,1,998,1,0
31155386_100372495,31.264961111111113,-100.62359722222222,62.0,0,440,1,0
31142583_100365345,31.240508333333334,-100.61484722222221,62.0,0,546,1,0
31142529_100344783,31.240358333333333,-100.57995277777778,62.0,0,546,1,0
31142529_100343818,31.240358333333333,-100.57727222222222,62.0,0,546,1,0
31142479_100321451,31.240219444444445,-100.53736388888889,62.0,0,546,1,0
31140527_100300041,31.234797222222223,-100.50011388888889,62.0,0,546,4,0
31140389_100294813,31.23441388888889,-100.49670277777778,62.0,0,546,1,0
31162462_100374711,31.273505555555555,-100.62975277777777,38.0,0,998,5,0
31260246_100153739,31.43401666666667,-100.26038611111112,67.0,0,394,1,0
31223463_100154201,31.37628611111111,-100.26166944444445,67.0,0,382,1,0
31344899_100104224,31.580275,-100.17840000000001,66.0,0,573,1,0
31323070_100104104,31.541861111111114,-100.17806666666667,84.0,0,351,3,0
31281879_100082737,31.47188611111111,-100.14093611111112,16.0,1,313,1,0
31260544_100082929,31.434844444444444,-100.14146944444445,16.0,1,170,1,0
31254493_100082956,31.429147222222223,-100.14154444444445,16.0,1,170,1,0
31252503_100082995,31.423619444444444,-100.14165277777778,16.0,1,170,1,0
31264199_100253179,31.444997222222224,-100.42549722222223,29.0,1,8347,5,0
31264521_100114659,31.445891666666668,-100.196275,16.0,1,196,1,0
31313512_100251226,31.526422222222223,-100.42007222222223,4.0,1,2336,1,0
31253019_100274864,31.42505277777778,-100.46351111111112,37.0,1,13652,1,0
31224860_100292426,31.380166666666668,-100.49007222222222,37.0,1,9196,4,1
31233484_100292492,31.39301111111111,-100.49025555555555,36.0,1,9196,1,0
31214146_100303436,31.361516666666667,-100.50954444444444,52.0,1,2019,1,0
31190484_100272949,31.31801111111111,-100.45819166666666,33.0,0,961,5,0
31273383_100080771,31.459397222222222,-100.135475,94.0,0,130,3,0
31280047_100092970,31.46679722222222,-100.15825000000001,89.0,0,100,1,0
31323735_100192283,31.543708333333335,-100.32300833333333,95.0,0,100,1,0
31332508_100174547,31.556966666666668,-100.29596388888889,95.0,0,575,1,0
31320794_100130436,31.53553888888889,-100.21787777777779,23.0,0,150,5,0
31345158_100124697,31.580994444444443,-100.21304722222223,24.0,1,217,1,0
31223220_100205402,31.375611111111112,-100.34833888888889,65.0,1,3809,1,1
31202372_100310174,31.33992222222222,-100.51715,62.0,0,771,4,1
31200728_100083596,31.335355555555555,-100.14332222222222,24.0,0,142,1,0
31354478_100380643,31.59577222222222,-100.63511944444446,32.0,1,1561,1,0
31353514_100381419,31.593094444444443,-100.637275,32.0,0,1561,5,0
31345158_100331123,31.580994444444443,-100.55311944444445,32.0,1,377,1,0
31361174_100363387,31.603261111111113,-100.60940833333333,94.0,0,231,1,1
31360998_100342157,31.602772222222224,-100.57265833333334,78.0,0,660,3,0
31330769_100331124,31.55213611111111,-100.55312222222221,22.0,1,648,1,0
31401359_100432560,31.67044166666667,-100.72377777777778,69.0,0,188,1,0
31391045_100420272,31.652902777777776,-100.70075555555556,69.0,1,232,1,0
31383708_100412713,31.643633333333334,-100.69086944444444,69.0,1,232,1,1
31275666_100272789,31.46573888888889,-100.45774722222222,67.0,1,1979,1,0
31261877_100260664,31.438547222222223,-100.43517777777778,54.0,1,903,1,0
31270925_100244758,31.452569444444443,-100.41321666666667,45.0,0,10963,5,0
31280632_100244758,31.46842222222222,-100.41321666666667,4.0,0,8070,1,0
31254759_100262647,31.429886111111113,-100.44068611111112,87.0,0,1407,3,0
31221307_100291062,31.370297222222224,-100.48628333333333,8.0,0,50,1,0
31272767_100260452,31.457686111111112,-100.4345888888889,61.0,0,5365,5,0
31253479_100252066,31.426330555555555,-100.42240555555556,87.0,1,3560,1,0
31260710_100284948,31.435305555555555,-100.48041111111111,48.0,0,11580,1,0
31285312_100275937,31.48142222222222,-100.46649166666667,39.0,1,11155,1,0
31251968_100295934,31.422133333333335,-100.49981666666666,38.0,0,2275,1,0
31253339_100264456,31.425941666666667,-100.44571111111111,49.0,0,3810,1,0
31281499_100280216,31.470830555555555,-100.46726666666667,52.0,0,6511,1,0
31262092_100302777,31.439144444444445,-100.50771388888889,38.0,0,130,1,0
31263289_100300511,31.442469444444445,-100.50141944444445,18.0,0,100,1,0
31252983_100300076,31.42495277777778,-100.50021111111111,38.0,0,1743,1,0
31273731_100265641,31.46036388888889,-100.44900277777778,57.0,0,5252,1,0
31274047_100255229,31.461241666666666,-100.43119166666668,61.0,0,3958,1,0
31273445_100252140,31.459569444444444,-100.42261111111111,61.0,0,3968,1,0
31253256_100304154,31.425711111111113,-100.5115388888889,36.0,0,1460,1,0
31250483_100301904,31.418008333333333,-100.50528888888888,40.0,0,1670,1,0
31252212_100294815,31.422811111111113,-100.49670833333333,3.0,0,1000,1,0
31245746_100263700,31.41596111111111,-100.44361111111111,19.0,0,50,1,0
31254428_100282314,31.428966666666668,-100.47309444444444,62.0,0,2696,1,0
32452387_101400170,32.75663055555555,-101.6671388888889,55.0,1,1199,3,0
32453883_101385184,32.76078611111111,-101.64773333333333,55.0,1,1611,3,0
32454414_101382692,32.76226111111111,-101.64081111111112,55.0,1,1611,1,0
32460086_101364290,32.76690555555555,-101.61191666666666,55.0,1,1611,1,0
32460388_101352173,32.767744444444446,-101.58936944444444,55.0,1,1611,1,0
32460751_101334301,32.76875277777778,-101.56194722222222,55.0,1,1464,1,0
32460985_101323892,32.76940277777778,-101.54414444444444,55.0,1,1464,1,0
32461323_101314888,32.77034166666667,-101.53024444444445,55.0,1,1464,1,0
32461519_101312514,32.77088611111111,-101.52365,55.0,1,1464,1,0
32463037_101282344,32.775102777777775,-101.47317777777778,55.0,1,1464,1,0
32461264_101271644,32.770177777777775,-101.45456666666666,55.0,1,1464,1,0
32462130_101232905,32.77258333333333,-101.39140277777778,54.0,1,1260,1,0
32460440_101182548,32.76788888888889,-101.30707777777778,50.0,1,1260,1,0
32452524_101145500,32.75701111111111,-101.24861111111112,44.0,1,1214,1,0
32444150_101114247,32.74486111111111,-101.19513055555556,44.0,1,1067,1,0
32444077_101113925,32.744658333333334,-101.19423611111111,44.0,1,1067,1,0
32443842_101112899,32.74400555555555,-101.19138611111111,44.0,1,1067,1,0
32462096_101233419,32.77248888888889,-101.39283055555556,54.0,0,1260,1,0
32461587_101201292,32.771074999999996,-101.33692222222221,50.0,0,1260,1,0
32461243_101194058,32.77011944444445,-101.32793888888888,50.0,0,1260,1,0
32444849_101121327,32.74680277777778,-101.20368611111111,44.0,0,1067,5,0
32465775_101263756,32.78270833333333,-101.44376666666668,17.0,0,296,5,0
32511699_101243982,32.85471944444445,-101.41106111111111,65.0,0,296,1,0
32444196_101272419,32.74498888888889,-101.45671944444445,67.0,0,336,1,0
32371516_101273708,32.62087777777778,-101.4603,44.0,0,336,5,0
32393657_101272806,32.660158333333335,-101.45779444444445,43.0,0,336,2,0
32523601_101151131,32.876669444444445,-101.25314166666666,71.0,0,70,1,0
32523672_101162320,32.876866666666665,-101.2731111111111,32.0,0,70,1,0
32523610_101152146,32.876694444444446,-101.2559611111111,32.0,0,70,1,0
32320534_101305462,32.534816666666664,-101.51517222222222,50.0,1,272,1,0
32320984_101303612,32.53606666666666,-101.51003333333334,50.0,1,272,1,0
32322910_101285766,32.54141666666666,-101.48268333333334,59.0,0,119,1,0
32332354_101182655,32.55653888888889,-101.307375,64.0,0,119,1,0
32321739_101342975,32.53816388888889,-101.57493055555555,49.0,1,351,1,0
32412351_101122213,32.68986388888889,-101.20614722222223,71.0,0,100,1,0
32374105_101104775,32.62806944444444,-101.17993055555556,68.0,0,100,1,0
32383982_101144160,32.644394444444444,-101.2448888888889,69.0,0,100,1,0
32384231_101163394,32.64508611111111,-101.27609444444444,69.0,0,100,1,0
32381610_101165487,32.63780555555555,-101.28190833333333,69.0,0,100,1,1
32374294_101170769,32.628594444444445,-101.28546944444444,69.0,0,100,1,1
32333377_101173053,32.559380555555556,-101.29181388888888,69.0,0,100,1,0
32323122_101132711,32.542005555555555,-101.22419722222223,55.0,1,170,1,0
32520272_101231038,32.867422222222224,-101.38621666666667,60.0,0,109,1,1
32444165_101383826,32.74490277777778,-101.64396111111112,52.0,0,255,1,0
32442103_101383159,32.739175,-101.64210833333334,70.0,0,255,1,0
32373088_101361169,32.62524444444445,-101.60324722222222,74.0,0,551,1,0
32360009_101353500,32.600025,-101.59305555555555,47.0,0,551,1,0
32423939_101375847,32.71094166666667,-101.63290833333333,40.0,0,255,1,0
32402752_101365710,32.67431111111111,-101.6158611111111,39.0,0,255,1,0
32375278_101233016,32.63132777777778,-101.39171111111112,69.0,0,69,1,0
32495880_101131130,32.833000000000006,-101.21980555555555,69.0,0,100,1,0
32504974_101145866,32.84715,-101.24962777777777,69.0,0,100,1,0
32260155_099364747,32.43376388888888,-99.6131861111111,30.0,1,28489,1,0
32254662_099352646,32.42961666666666,-99.59068333333333,30.0,1,28489,1,0
32253835_099343517,32.42731944444444,-99.57643611111111,30.0,1,28489,1,0
32255596_099361822,32.43221111111111,-99.60506111111111,60.0,0,150,2,0
32252860_099334200,32.42461111111111,-99.56166666666667,60.0,0,1187,2,0
32250620_099313229,32.418388888888884,-99.52563611111111,60.0,0,16496,2,0
32250548_099313230,32.418188888888885,-99.52563888888889,60.0,0,16621,2,0
32245514_099302959,32.41531666666666,-99.50821944444445,59.0,0,15181,2,0
32245445_099302982,32.415124999999996,-99.50828333333334,60.0,0,14950,2,0
32245137_099300386,32.41426944444444,-99.50107222222222,32.0,1,25672,1,0
32244902_099300358,32.41361666666666,-99.50099444444444,60.0,0,2870,1,0
32244336_099292285,32.41204444444444,-99.48968055555555,60.0,0,13257,2,0
32244263_099292284,32.41184166666667,-99.48967777777779,60.0,0,13720,2,0
32243472_099281366,32.409644444444446,-99.4704611111111,60.0,0,22984,1,0
32242785_099271713,32.40773611111111,-99.45475833333333,60.0,0,13257,2,0
32242713_099271708,32.407536111111106,-99.45474444444444,60.0,0,13720,2,0
32241447_099251248,32.404019444444444,-99.42013333333334,59.0,0,22984,1,0
32241184_099245509,32.40328888888889,-99.41530277777778,59.0,0,80,1,0
32241129_099244875,32.40313611111111,-99.41354166666667,59.0,0,10250,2,0
32241198_099244867,32.403327777777776,-99.41351944444445,59.0,0,10250,2,0
32245165_099351402,32.41434722222222,-99.58722777777777,34.0,0,3469,3,0
32231278_099290653,32.38688333333333,-99.48514722222222,43.0,1,1020,1,0
32243059_099302756,32.40849722222222,-99.50765555555556,17.0,0,1275,5,0
32225151_099161131,32.380975,-99.26980833333333,75.0,0,11142,3,1
32232978_099204211,32.39160555555556,-99.34503055555555,59.0,0,11338,2,0
32232909_099204233,32.39141388888889,-99.34509166666666,59.0,0,11830,2,0
32230960_099175468,32.386,-99.29852222222222,59.0,0,11289,2,0
32230888_099175465,32.385799999999996,-99.29851388888889,59.0,0,11838,2,0
32225094_099161213,32.38081666666667,-99.27003611111111,59.0,0,11838,1,0
32241206_099242522,32.403349999999996,-99.40700555555556,59.0,0,75,2,0
32241217_099242039,32.40338055555556,-99.4056638888889,59.0,0,18690,1,0
32241247_099240750,32.403463888888886,-99.40208333333334,59.0,0,18690,1,0
32241231_099233613,32.403419444444445,-99.39336944444445,59.0,0,18690,1,0
32240506_099225593,32.401405555555556,-99.38220277777778,33.0,1,350,1,0
32240391_099225623,32.40108611111111,-99.3822861111111,33.0,1,19739,1,0
32240218_099225710,32.40060555555556,-99.38252777777777,33.0,1,330,1,0
32235394_099222411,32.398316666666666,-99.37336388888889,59.0,0,11338,2,0
32235328_099222447,32.398133333333334,-99.37346388888888,59.0,0,11830,2,0
32235447_099222291,32.39846388888889,-99.37303055555554,59.0,0,19739,1,0
32223988_099151119,32.377744444444446,-99.25310833333333,75.0,0,11142,2,0
32223765_099145964,32.377125,-99.2499,75.0,0,11142,1,0
32223614_099095634,32.37670555555555,-99.16565,41.0,1,11640,4,1
32224004_099093095,32.37778888888889,-99.15859722222223,75.0,0,11640,3,0
32224214_099091735,32.378372222222225,-99.15481944444446,75.0,0,11640,1,0
32224518_099081401,32.379216666666665,-99.137225,75.0,0,11640,2,0
32224146_099152316,32.37818333333333,-99.25643333333333,58.0,0,11644,5,0
32223925_099151162,32.37756944444445,-99.25322777777778,58.0,0,11644,1,0
32223716_099150090,32.37698888888889,-99.25025,58.0,0,11644,1,0
32223680_099145685,32.37688888888889,-99.249125,58.0,0,100,2,0
32223416_099144540,32.376155555555556,-99.24594444444445,58.0,0,11644,5,0
32221789_099114451,32.37163611111111,-99.19569722222222,58.0,0,11142,2,0
32221715_099114449,32.371430555555555,-99.19569166666668,58.0,0,11644,2,0
32223474_099101196,32.37631666666667,-99.1699888888889,58.0,0,11135,2,0
32223378_099101184,32.37605,-99.16995555555556,58.0,0,11640,2,0
32223754_099095379,32.377094444444445,-99.16494166666668,41.0,1,11135,4,1
32224114_099093007,32.37809444444444,-99.15835277777778,58.0,0,11135,5,0
32224316_099091652,32.378655555555554,-99.1545888888889,58.0,0,11135,1,0
32224742_099083239,32.37983888888889,-99.14233055555556,58.0,0,11135,2,0
32224669_099083260,32.37963611111111,-99.1423888888889,58.0,0,11640,2,0
32224590_099081361,32.379416666666664,-99.13711388888889,58.0,0,11135,2,0
32233711_099230973,32.39364166666667,-99.38603611111112,77.0,1,260,1,0
32240639_099244889,32.401775,-99.41358055555555,59.0,0,1640,1,0
32225148_099091373,32.380966666666666,-99.15381388888889,57.0,1,100,1,0
32225401_099085957,32.38166944444445,-99.14988055555557,57.0,1,100,1,1
32225689_099081528,32.382469444444446,-99.13757777777778,57.0,1,100,1,0
32230507_099072487,32.38474166666666,-99.12357499999999,57.0,1,100,1,0
32304834_099374019,32.51342777777778,-99.62783055555555,61.0,1,2856,1,0
32301347_099081254,32.50374166666667,-99.13681666666668,67.0,1,587,1,0
32300420_099070588,32.50116666666667,-99.11829999999999,3.0,1,587,1,0
32300413_099071208,32.50114722222222,-99.12002222222222,3.0,0,610,5,0
32182597_099370518,32.30721388888889,-99.61810555555554,8.0,1,3045,1,0
32155393_099341789,32.26498055555555,-99.5716361111111,45.0,1,3045,1,0
32153037_099324232,32.25843611111111,-99.54508888888888,45.0,1,3045,1,0
32152507_099320714,32.25696388888889,-99.53531666666666,68.0,1,3071,1,0
32140519_099262183,32.234775,-99.43939722222223,65.0,1,3071,1,0
